text,action,device
hey She mixed up the recipes and accidentally made a beef parfait. now,NONE,NONE
yo tell me a time thanks,NONE,NONE
bro like do you know how to run right now,NONE,NONE
She was miserable the entire time she was pregnant.,NONE,NONE
There was a fire last night. uh can you switch off my television please,DISABLE,TV
Who wrote Treasure Island? alright enable all the tv please,ENABLE,TV
hey Were over the hill now! he called over his shoulder.,NONE,NONE
yo He owes me a lot of money. thanks,NONE,NONE
bro I have the flowers. thanks,NONE,NONE
Are you going to have a blue birthday cake for your next birthday? ok uh turn down the smart tv now,DECREASE,TV
They made crispy chicken. thanks,NONE,NONE
would you disable the fan thanks He was dressed for work.,DISABLE,FAN
ok tell me a cup thanks,NONE,NONE
She was out on the deck of the ship when she saw the first ghosts. hey um enable television right now,ENABLE,TV
yo How big you are! now,NONE,NONE
alright Heres my big brother. Doesnt he look good?,NONE,NONE
There is a big stack of mail on the table. alright power like down television thanks,DISABLE,TV
could you i want to send a message please,NONE,NONE
alright switch off my speaker for me Nothing beats a big glass of beer in summer.,DISABLE,MUSIC
"would you I wanted a little more than that, to be perfectly honest, Trevor. now",NONE,NONE
this is annoying yo reduce my smart tv like thanks,DECREASE,TV
She froze at the sight of the big spider. yo make lower all the like audio for me,DECREASE,MUSIC
could you switch on my playlist thanks,ENABLE,MUSIC
please disable my spotify like now Tom stepped off the bus with a smile on his face.,DISABLE,MUSIC
The other baristas are so weird. alright turn on the ceiling fan thanks,ENABLE,FAN
hey The girl picked the pink flower out of her garden. now,NONE,NONE
hey tell me a cup right uh now,NONE,NONE
"When you enter a room, smile and say hello. please power on um hvac",ENABLE,AC
He wanted to wear lipstick but the lipstick was expired. would you turn off speaker now,DISABLE,MUSIC
"Show me your rates, please. turn off the tv right now",DISABLE,TV
on the lamp please My water bottle is white and made of steel.,ENABLE,LIGHTS
alright My big sister washes her hair every morning. thanks,NONE,NONE
bro The girl picked the pink flower out of her garden. now,NONE,NONE
can you The mailbox was bent and broken and looked like someone had knocked it over on purpose. please,NONE,NONE
yo power off my speaker thanks Thats why they pay us the big bucks.,DISABLE,MUSIC
Money doesnt grow on trees. ok switch um on ceiling fan right now,ENABLE,FAN
"She ate a sandwich for lunch which contained turkey, cheddar cheese, and slices of strawberries. yo boost ceiling light",INCREASE,LIGHTS
please boost screen uh for me,INCREASE,TV
Old habits die hard. yo make um lower the audio for me,DECREASE,MUSIC
heat up the room for me i am tired,INCREASE,AC
turn on all the ventilator thanks Tom has a pain in his big toe on his right foot.,ENABLE,FAN
can you The planet hadnt yet been discovered. right now,NONE,NONE
ok boost fan for um me,INCREASE,FAN
can you do you know how to send a message right now,NONE,NONE
The laptop light was the only one light on the room. make lower my air conditioning,DECREASE,AC
"would you She bought the green eyeshadow spontaneously, then regretted the purchase.",NONE,NONE
would you boost all the air um conditioning Who wrote Treasure Island?,INCREASE,AC
bro make lower all the ac please You can order it spicy or classic.,DECREASE,AC
The kid had made it his mission to pee in every pool he swam in. can you on my spotify thanks,ENABLE,MUSIC
please decrease light right now I need a dollar for the vending machine.,DECREASE,LIGHTS
A big fire broke out after the earthquake. bro on my air fan um please,ENABLE,FAN
like please do you know how to play music thanks,NONE,NONE
can you increase my television right now,INCREASE,TV
ok make higher my like air conditioner for me This room is just about big enough.,INCREASE,AC
hey turn down speaker please,DECREASE,MUSIC
uh can you make lower hvac please A balanced diet is a cookie in each hand.,DECREASE,AC
would you He won the race through his determination and focus. right now,NONE,NONE
alright score is not working please,NONE,NONE
"ok In Hong Kong, everyone lives stacked together. thanks",NONE,NONE
bro shut down cooler please She started drinking again because she felt so awkward at social gatherings.,DISABLE,AC
can you do you know how to run please,NONE,NONE
ok stop uh the playlist right now,DISABLE,MUSIC
could you make higher playlist now,INCREASE,MUSIC
bro switch off all the fan now Being the last male on my dads side of the family has its perks.,DISABLE,FAN
can uh you turn down air conditioner for me Tom stepped off the bus with a smile on his face.,DECREASE,AC
Tom has a pain in his big toe on his right foot. now,NONE,NONE
yo start cooler for me Its rare to find big yards in Japan.,ENABLE,AC
bro A red tie will match that suit. right now,NONE,NONE
would uh you make lower air conditioning for me My big sister washes her hair every morning.,DECREASE,AC
could you enable tv now You can never turn the clock back.,ENABLE,TV
can you boost all the audio,INCREASE,MUSIC
"yo power down all the ceiling fan She waited all day for her boss to call, but heard nothing.",DISABLE,FAN
please Whats your favorite holiday? thanks,NONE,NONE
ok My dad needs a new job. thanks,NONE,NONE
I found a gold coin on the playground after school today. yo turn up sound system like right now,INCREASE,MUSIC
ok power on all the air conditioner for me Apple picking is not in season.,ENABLE,AC
bro activate the tv thanks,ENABLE,TV
could you You can see the blood vessel on her eyelid. now,NONE,NONE
uh hey make lower my ac thanks The smoke was high in the sky.,DECREASE,AC
hey Its four a.m. and both of us would rather be asleep. please,NONE,NONE
yo enable all the cooler im hungry,ENABLE,AC
alright turn uh up all the bulb for me,INCREASE,LIGHTS
bro food is not working right now,NONE,NONE
Your house is beautiful. like alright power on ac,ENABLE,AC
could you power on all the television right now Im going to crash at your place.,ENABLE,TV
power up all the speaker now,ENABLE,MUSIC
could you like disable my screen please,DISABLE,TV
yo The plant was dying a sad little death. right now,NONE,NONE
I have a crush on Albert. please reduce all the um tv,DECREASE,TV
"ok uh on speaker now Happy Birthday to my 152 year old lover, Canada.",ENABLE,MUSIC
bro Time is money. please,NONE,NONE
reduce the sound system now,DECREASE,MUSIC
alright i want to send a message now,NONE,NONE
hey what um is the time thanks,NONE,NONE
um make lower all the lighting I am a genius.,DECREASE,LIGHTS
make higher ceiling fan please,INCREASE,FAN
ok reduce my air conditioner please She started wondering if he was cheating on her when she saw the receipt for an expensive jewelry purchase.,DECREASE,AC
would you heat up the room thanks,INCREASE,AC
could you its hot thanks,DECREASE,AC
alright increase my screen right now,INCREASE,TV
"hey She wished she had the budget to buy take-out, because she really wanted Thai food. for me",NONE,NONE
could you turn up television please,INCREASE,TV
would you I want you to remember that. right now,NONE,NONE
shut um down fan thanks He won the race through his determination and focus.,DISABLE,FAN
could you lower television please He owes me a lot of money.,DECREASE,TV
alright Id like to talk about the benefits of having a pet pig. now,NONE,NONE
yo down ventilator please,DECREASE,FAN
yo do you know how to run for me,NONE,NONE
"yo raise all the bulb um thanks That house is small, but its big enough for us.",INCREASE,LIGHTS
can you turn on the fan for me,ENABLE,FAN
would you turn down my bulb,DECREASE,LIGHTS
ok He has made a big improvement in tennis. for me,NONE,NONE
alright like lower ceiling fan now I cant swim after I drink milk.,DECREASE,FAN
bro switch off all the air uh fan now He won the race through his determination and focus.,DISABLE,FAN
"yo She waited all day for her boss to call, but heard nothing.",NONE,NONE
yo lower the ceiling fan thanks,DECREASE,FAN
He ran his horse up the hill. can you activate all the aircon for me,ENABLE,AC
uh would you increase my cooler for me Her great-great-great grandfather was an outlaw in the Old West.,INCREASE,AC
please power on um ventilator right now This is my big break.,ENABLE,FAN
stop the fan,DISABLE,FAN
The baby was so cute but she was crying so loud I had to plug my ears. uh switch off screen for me,DISABLE,TV
"She had strange, green and purple eyes. please i am freezing for me",INCREASE,AC
"up my um bulb now She bought the green eyeshadow spontaneously, then regretted the purchase.",INCREASE,LIGHTS
hey I can see you. please,NONE,NONE
alright Hes not the sharpest knife in the drawer. right now,NONE,NONE
yo power on all the lighting for me,ENABLE,LIGHTS
alright uh turn on all the speaker She sells Christmas trees.,ENABLE,MUSIC
please power on my ventilator She went to sleep after 12.,ENABLE,FAN
turn down ceiling light um now,DECREASE,LIGHTS
alright raise all the ceiling fan for me,INCREASE,FAN
please make lower the screen now Well put you on the list.,DECREASE,TV
ok power um off music please,DISABLE,MUSIC
ok uh increase all the ventilator right now You can never turn the clock back.,INCREASE,FAN
"please Happy Birthday to my 152 year old lover, Canada. please",NONE,NONE
yo raise fan thanks,INCREASE,FAN
She found the necklace in a safe at the bottom of her parents closet. please on the hvac for me,ENABLE,AC
please make lower all the ceiling fan uh right now,DECREASE,FAN
hey stop uh room light tell me something interesting,DISABLE,LIGHTS
could you My only thing is that Im working from home tomorrow.,NONE,NONE
could you um stop all the ceiling fan please,DISABLE,FAN
I cant swim after I drink milk. could you disable smart tv,DISABLE,TV
would you There used to be a big cherry tree behind my house. right now,NONE,NONE
This big sofa is really not suitable for a small room. please im hot please,DECREASE,AC
like hey raise ac now We have a juice bar.,INCREASE,AC
can you She is my mother. now,NONE,NONE
yo I wish I had met my uncle yesterday like I was supposed to.,NONE,NONE
please power on my ventilator for me She studied music in college.,ENABLE,FAN
yo like up my television please,INCREASE,TV
bro power on the air fan now,ENABLE,FAN
Shape up or ship out! alright make higher all the smart tv please,INCREASE,TV
could you power off the room light for me You guys like meat.,DISABLE,LIGHTS
hey power on all the hvac right now,ENABLE,AC
uh could you decrease light You have to take the good with the bad.,DECREASE,LIGHTS
ok increase air fan like thanks,INCREASE,FAN
ok increase uh ventilator please,INCREASE,FAN
please He was married to a friend of mine. please,NONE,NONE
this is annoying yo decrease speaker,DECREASE,MUSIC
bro tell me a food now,NONE,NONE
"uh hey power up my ac Show me your rates, please.",ENABLE,AC
"can you decrease all the screen thanks There were four people playing the game: her, her boyfriend, her boyfriends roommate, Steve, and Steves girlfriend, Cara.",DECREASE,TV
can you do you know how to open the door please,NONE,NONE
hey I am a genius. thanks,NONE,NONE
Being fashionable is easy. ok turn down all the light right now,DECREASE,LIGHTS
please shut down all the aircon thanks I am afraid of dark afternoons.,DISABLE,AC
